MAE_scaled,RMSE_scaled,R2_scaled,MAE_original,RMSE_original,R2_original,model,window
0.013793693729396497,0.02493058361362988,0.9370957557188377,13.710931585384463,24.781000104948028,0.9370957557243905,HistGradientBoosting,12
0.014973506331443787,0.02637000973926843,0.929622232913971,14.883666038513184,26.211788594602336,0.9296221733093262,Ridge,12
0.014120115898549557,0.026557101549605337,0.9286200404167175,14.035395622253418,26.39775889738914,0.9286200404167175,Residual-LSTM,12
0.014596560969948769,0.027046706137138294,0.9259638786315918,14.508981704711914,26.88442785215077,0.925963819026947,Persistence,12
