MAE_scaled,RMSE_scaled,R2_scaled,MAE_original,RMSE_original,R2_original,window,model,epochs
0.01602756232023239,0.02852654386851372,0.9167646765708923,15.931397438049316,28.35538560955231,0.9167646765708923,1,Residual-LSTM,4
0.019785933196544647,0.03114534806983326,0.9021678566932678,19.66721534729004,30.95847714486141,0.9021678566932678,6,Residual-LSTM,4
0.014120115898549557,0.026557101549605337,0.9286200404167175,14.035395622253418,26.39775889738914,0.9286200404167175,12,Residual-LSTM,4
0.014471111819148064,0.026760296810684075,0.9285197854042053,14.384285926818848,26.599733784426185,0.9285198450088501,18,Residual-LSTM,4
0.017570720985531807,0.029165900040631684,0.9164056181907654,17.46529769897461,28.990906440641,0.9164056181907654,24,Residual-LSTM,4
0.01584540493786335,0.027955552858884375,0.9210761785507202,15.750330924987793,27.787818226641598,0.9210761785507202,48,Residual-LSTM,4
