MAE_scaled,RMSE_scaled,R2_scaled,MAE_original,RMSE_original,R2_original,feature_set,num_features,window
0.014684014953672886,0.026765356818883226,0.9274961352348328,14.595911026000977,26.604765317470033,0.9274961352348328,Pollution only,1,12
0.014818767085671425,0.026867446612464402,0.926941990852356,14.729853630065918,26.706241361088587,0.926941990852356,Pollution + weather,9,12
0.014884069561958313,0.02698618978865374,0.9262948036193848,14.794767379760742,26.824273074522683,0.9262948036193848,Full features,17,12
0.07182833552360535,0.08673165231811249,0.23867464065551758,71.39736938476562,86.21126281372696,0.23867452144622803,Weather only,16,12
